entity_id,month,transactions_volume,policy_change_exposure,anomaly_score,prior_case_flag,behavior_shift_30d,data_quality_score,downstream_event
1,1,16.865704588410086,0,0.0,0,0.22475451156215212,0.8247005926125134,0
1,2,16.257952942005755,1,1.331542270624092,0,1.4742152349828248,0.8074007473801637,0
1,3,5.3957621339575965,0,0.6503726446408636,0,-0.05667797847913922,0.7955256364476847,0
1,4,7.418276278062911,0,1.0579372122185848,0,0.4385978066392658,0.883018608927679,0
1,5,7.516453413135675,0,0.11567987255772635,0,0.6640796290295414,0.9403177834176714,0
1,6,5.848906300210694,0,1.2055987021736503,0,0.5985369901862708,0.7967592234169044,0
1,7,10.93705509675502,0,0.8418376664735183,0,0.7207203554763006,0.8554063255591113,0
1,8,4.001422504550331,1,0.9560599243262838,0,-0.1152919147074125,0.7479886199018653,0
1,9,17.148495240877555,0,0.45090126134119835,0,0.25617590730610035,0.8968977865087422,0
1,10,7.781182917641468,0,1.2859038992112484,0,-0.06247574368185811,0.7479450941329663,0
1,11,12.925988050467115,0,1.1686605301786785,0,-0.27482923299128553,0.8626831752861371,0
1,12,12.616538826037331,0,0.4311830897356905,0,-0.2338659558869009,0.7543328283528768,0
2,1,13.487048965916761,0,0.30718953481284483,0,-0.06724850707379167,0.7150132452833576,0
2,2,4.9736338365686015,1,0.5696630144917099,0,0.014151584106516738,0.8739382638228852,0
2,3,5.167185841909409,0,0.0,0,-0.30063188556853876,0.9172246509965917,0
2,4,10.43473541991953,0,0.0,0,0.06941443968445005,0.8076405832748957,0
2,5,23.654802468682195,0,0.0,0,0.16584595420265202,0.8675997347177412,0
2,6,11.207928831673575,0,0.0,0,-0.5712784967328055,0.775873924687558,0
2,7,13.244592975618048,0,0.0,0,-0.9095232903448199,0.8750811077960156,0
2,8,51.97777915706407,1,0.5108216692214476,0,-1.5643437699162108,0.7914169169875069,0
2,9,6.266642622401778,0,1.3496845147951029,0,0.14584159344277764,0.8373092130369049,0
2,10,6.757912754846971,0,0.7999790901097504,0,1.5956348049638622,0.8604219617178308,1
2,11,4.443900864877875,0,0.09584010806872523,0,1.9201206419336156,0.784289065662049,0
2,12,15.822652748031485,0,0.49385182488308915,0,-0.03218839077992315,0.7976169843656488,0
